,symbol,date,stockPrice,numberOfShares,marketCapitalization,minusCashAndCashEquivalents,addTotalDebt,enterpriseValue
12,ACIW,2017-12-31,22.69,118315000.0,2684567350.0,69710000.0,685729000.0,3300586350.0
11,ACIW,2018-03-31,23.21,115642000.0,2684050820.0,74281000.0,679240000.0,3289009820.0
10,ACIW,2018-06-30,24.67,115548000.0,2850569160.0,59033000.0,677799000.0,3469335160.0
9,ACIW,2018-09-30,27.26,115889000.0,3159134140.0,76342000.0,674924000.0,3757716140.0
8,ACIW,2018-12-31,27.67,116066000.0,3211546220.0,148502000.0,671756000.0,3734800220.0
7,ACIW,2019-03-31,33.21,116090000.0,3855348900.0,176173000.0,666572000.0,4345747900.0
6,ACIW,2019-06-30,34.72,116586000.0,4047865920.0,139396000.0,1386185000.0,5294654920.0
5,ACIW,2019-09-30,31.33,116169000.0,3639574770.0,121581000.0,1407674000.0,4925667770.0
4,ACIW,2019-12-31,37.89,115695000.0,4383683550.0,121398000.0,1373155000.0,5635440550.0
3,ACIW,2020-03-31,24.15,116006000.0,2801544900.0,119124000.0,1355629000.0,4038049900.0
2,ACIW,2020-06-30,26.99,116033000.0,3131730670.0,129223000.0,1317095000.0,4319602670.0
1,ACIW,2020-09-30,26.129999,116558000.0,3045660423.4420004,133845000.0,1268555000.0,4180370423.4420004
0,ACIW,2020-12-31,38.43,116934000.0,4493773620.0,165374000.0,1155007000.0,5483406620.0
12,ACLS,2017-12-31,29.55,31801000.0,939719550.0,133407000.0,0.0,806312550.0
11,ACLS,2018-03-31,23.25,32094000.0,746185500.0,140957000.0,0.0,605228500.0
10,ACLS,2018-06-30,19.8,32214000.0,637837200.0,147297000.0,0.0,490540200.0
9,ACLS,2018-09-30,19.62,32365000.0,635001300.0,148716000.0,0.0,486285300.0
8,ACLS,2018-12-31,17.8,32467000.0,577912600.0,177993000.0,0.0,399919600.0
7,ACLS,2019-03-31,20.34,32683000.0,664772220.0,163104000.0,0.0,501668220.0
6,ACLS,2019-06-30,15.44,32729000.0,505335760.0,136340000.0,0.0,368995760.0
5,ACLS,2019-09-30,17.09,32344000.0,552758960.0,155317000.0,252000.0,397693960.0
4,ACLS,2019-12-31,24.1,32485000.0,782888500.0,139881000.0,399000.0,643406500.0
3,ACLS,2020-03-31,18.31,32872000.0,601886320.0,174745000.0,0.0,427141320.0
2,ACLS,2020-06-30,27.85,33116000.0,922280600.0,190340000.0,0.0,731940600.0
1,ACLS,2020-09-30,22.0,33477000.0,736494000.0,211967000.0,705000.0,525232000.0
0,ACLS,2020-12-31,29.120001,33548000.0,976917793.548,203479000.0,399000.0,773837793.548
12,ACMR,2017-12-31,5.62,12013651.0,67516718.62,17681000.0,5106000.0,54941718.620000005
11,ACMR,2018-03-31,12.31,15383086.0,189365788.66,15186000.0,10376000.0,184555788.66
10,ACMR,2018-06-30,10.78,15838540.0,170739461.2,17435000.0,9932000.0,163236461.2
9,ACMR,2018-09-30,11.32,15915864.0,180167580.48000002,18238000.0,10163000.0,172092580.48000002
8,ACMR,2018-12-31,10.88,16004781.0,174132017.28,27124000.0,9447000.0,156455017.28
7,ACMR,2019-03-31,15.46,16044655.0,248050366.3,27367000.0,12829000.0,233512366.3
6,ACMR,2019-06-30,17.78,16090937.0,286096859.86,27578000.0,15110000.0,273628859.86
5,ACMR,2019-09-30,13.86,16999746.0,235616479.56,47264000.0,15665000.0,204017479.56
4,ACMR,2019-12-31,18.45,18043007.0,332893479.15,58261000.0,13753000.0,288385479.15
3,ACMR,2020-03-31,29.61,18120363.0,536543948.43,52283000.0,3892000.0,488152948.43
2,ACMR,2020-06-30,62.36,18050841.0,1125650444.76,86397000.0,25772000.0,1065025444.76
1,ACMR,2020-09-30,69.099998,18201943.0,1257754224.8961139,92203000.0,28327000.0,1193878224.8961139
0,ACMR,2020-12-31,81.25,18557085.0,1507763156.25,71766000.0,45800000.0,1481797156.25
12,AGYS,2017-12-31,12.47,22851000.0,284951970.0,37615000.0,0.0,247336970.0
11,AGYS,2018-03-31,11.85,22872000.0,271033200.0,39943000.0,0.0,231090200.0
10,AGYS,2018-06-30,15.5,23095000.0,357972500.0,35076000.0,0.0,322896500.0
9,AGYS,2018-09-30,16.06,23131000.0,371483860.0,32904000.0,0.0,338579860.0
8,AGYS,2018-12-31,14.34,23048000.0,330508320.0,36995000.0,0.0,293513320.0
7,AGYS,2019-03-31,20.9,23055000.0,481849499.99999994,40771000.0,0.0,441078499.99999994
6,AGYS,2019-06-30,22.24,23212000.0,516234879.99999994,37233000.0,0.0,479001879.99999994
5,AGYS,2019-09-30,25.61,23238000.0,595125180.0,38915000.0,0.0,556210180.0
4,AGYS,2019-12-31,25.41,23240000.0,590528400.0,41905000.0,0.0,548623400.0
3,AGYS,2020-03-31,16.7,23241000.0,388124700.0,46653000.0,0.0,341471700.0
2,AGYS,2020-06-30,17.94,23405000.0,419885700.00000006,74604000.0,0.0,345281700.00000006
1,AGYS,2020-09-30,24.16,23424000.0,565923840.0,85706000.0,0.0,480217840.0
0,AGYS,2020-12-31,38.380001,23429000.0,899205043.429,92608000.0,0.0,806597043.429
1,ALGM,2020-09-30,17.700001,189476622.0,3353736398.876622,201998000.0,38385000.0,3190123398.876622
0,ALGM,2020-12-25,24.790001,189476622.0,4697125648.856622,157653000.0,0.0,4539472648.856622
12,ALRM,2017-12-31,37.61,47161885.0,1773758494.85,96329000.0,71000000.0,1748429494.85
11,ALRM,2018-03-31,37.36,47226382.0,1764377631.52,96798000.0,70000000.0,1737579631.52
10,ALRM,2018-06-30,40.38,47439311.0,1915599378.18,105959000.0,69000000.0,1878640378.18
9,ALRM,2018-09-30,56.91,47812642.0,2721017456.22,124243000.0,68000000.0,2664774456.22
8,ALRM,2018-12-31,51.87,48045654.0,2492128072.98,146061000.0,67000000.0,2413067072.98
7,ALRM,2019-03-31,65.03,48172243.0,3132640962.29,122442000.0,66000000.0,3076198962.29
6,ALRM,2019-06-30,52.48,48388696.0,2539438766.08,150851000.0,65000000.0,2453587766.08
5,ALRM,2019-09-30,46.64,48518041.0,2262881432.2400002,164323000.0,64000000.0,2162558432.2400002
4,ALRM,2019-12-31,42.97,48624834.0,2089409116.98,119629000.0,63000000.0,2032780116.98
3,ALRM,2020-03-31,38.91,48725565.0,1895911734.1499999,171732000.0,113000000.0,1837179734.1499999
2,ALRM,2020-06-30,64.81,48792280.0,3162227666.8,205827000.0,112000000.0,3068400666.8
1,ALRM,2020-09-30,55.25,49007343.0,2707655700.75,247176000.0,111000000.0,2571479700.75
0,ALRM,2020-12-31,103.449997,49271962.0,5097184321.084114,253459000.0,110000000.0,4953725321.084114
12,ALTR,2017-12-31,24.27,58674000.0,1424017980.0,39213000.0,410000.0,1385214980.0
11,ALTR,2018-03-31,30.15,63638000.0,1918685700.0,63196000.0,820000.0,1856309700.0
10,ALTR,2018-06-30,34.18,65580000.0,2241524400.0,199230000.0,1080000.0,2043374400.0
9,ALTR,2018-09-30,42.75,70001000.0,2992542750.0,197413000.0,1070000.0,2796199750.0
8,ALTR,2018-12-31,27.58,70548000.0,1945713839.9999998,35345000.0,31748000.0,1942116839.9999998
7,ALTR,2019-03-31,38.03,70786000.0,2691991580.0,39771000.0,16139000.0,2668359580.0
6,ALTR,2019-06-30,40.93,71373000.0,2921296890.0,251828000.0,173629000.0,2843097890.0
5,ALTR,2019-09-30,34.62,71770000.0,2484677400.0,246937000.0,176061000.0,2413801400.0
4,ALTR,2019-12-31,35.91,72227000.0,2593671569.9999995,223117000.0,178668000.0,2549222569.9999995
3,ALTR,2020-03-31,26.5,72623000.0,1924509500.0,247145000.0,181207000.0,1858571500.0
2,ALTR,2020-06-30,39.75,72999000.0,2901710250.0,250540000.0,183865000.0,2835035250.0
1,ALTR,2020-09-30,41.98,73311000.0,3077595780.0,245364000.0,216375000.0,3048606780.0
0,ALTR,2020-12-31,58.18,73311000.0,4265233980.0,241221000.0,219037000.0,4243049980.0
12,AMBA,2018-01-31,50.4,33288916.0,1677761366.3999999,346672000.0,0.0,1331089366.3999999
11,AMBA,2018-04-30,46.59,33334801.0,1553068378.5900002,336692000.0,0.0,1216376378.5900002
10,AMBA,2018-07-31,39.18,33219152.0,1301526375.36,295289000.0,0.0,1006237375.3599999
9,AMBA,2018-10-31,34.78,32171890.0,1118938334.2,212338000.0,0.0,906600334.2
8,AMBA,2019-01-31,38.0,32128579.0,1220886002.0,194047000.0,0.0,1026839002.0
7,AMBA,2019-04-30,50.12,32492044.0,1628501245.28,204444000.0,0.0,1424057245.28
6,AMBA,2019-07-31,49.95,32860974.0,1641405651.3000002,222693000.0,0.0,1418712651.3000002
5,AMBA,2019-10-31,52.63,33304171.0,1752798519.73,252310000.0,0.0,1500488519.73
4,AMBA,2020-01-31,59.14,34080330.0,2015510716.2,231403000.0,0.0,1784107716.2
3,AMBA,2020-04-30,52.58,34080330.0,1791943751.3999999,236585000.0,0.0,1555358751.3999999
2,AMBA,2020-07-31,45.28,34480307.0,1561268300.96,220647000.0,0.0,1340621300.96
1,AMBA,2020-10-31,54.669998,34819880.0,1903602769.96024,225508000.0,0.0,1678094769.96024
0,AMBA,2021-01-31,105.160004,35338351.0,3716181132.513404,241274000.0,0.0,3474907132.513404
12,AMKR,2017-12-31,10.32,239128000.0,2467800960.0,596364000.0,1364429000.0,3235865960.0
11,AMKR,2018-03-31,9.64,239214000.0,2306022960.0,495183000.0,1345592000.0,3156431960.0
10,AMKR,2018-06-30,8.59,239351000.0,2056025090.0,380262000.0,1329592000.0,3005355090.0
9,AMKR,2018-09-30,7.3,239370000.0,1747401000.0,547665000.0,1365638000.0,2565374000.0
8,AMKR,2018-12-31,6.56,239378000.0,1570319680.0,681569000.0,1332311000.0,2221061680.0
7,AMKR,2019-03-31,8.77,239414000.0,2099660780.0,1055402000.0,1853964000.0,2898222780.0
6,AMKR,2019-06-30,7.68,239508000.0,1839421440.0,551438000.0,1308175000.0,2596158440.0
5,AMKR,2019-09-30,9.1,239586000.0,2180232600.0,598753000.0,1297957000.0,2879436600.0
4,AMKR,2019-12-31,13.0,240384000.0,3124992000.0,894948000.0,1450234000.0,3680278000.0
3,AMKR,2020-03-31,7.79,240919000.0,1876759010.0,941447000.0,1513022000.0,2448334010.0
2,AMKR,2020-06-30,12.31,241098000.0,2967916380.0,783228000.0,1545261000.0,3729949380.0
1,AMKR,2020-09-30,11.2,241675000.0,2706760000.0,566745000.0,1319099000.0,3459114000.0
0,AMKR,2020-12-31,15.08,242333000.0,3654381640.0,698002000.0,1154346000.0,4110725640.0
12,AMSWA,2018-01-31,12.53,30700000.0,384671000.0,54900000.0,0.0,329771000.0
11,AMSWA,2018-04-30,12.76,33160000.0,423121600.0,52800000.0,0.0,370321600.0
10,AMSWA,2018-07-31,14.96,31340000.0,468846400.0,54900000.0,0.0,413946400.0
9,AMSWA,2018-10-31,11.51,31477000.0,362300270.0,50933000.0,0.0,311367270.0
8,AMSWA,2019-01-31,11.06,31183000.0,344883980.0,55058000.0,0.0,289825980.0
7,AMSWA,2019-04-30,12.95,31459000.0,407394050.0,61288000.0,0.0,346106050.0
6,AMSWA,2019-07-31,13.32,31951000.0,425587320.0,62722000.0,0.0,362865320.0
5,AMSWA,2019-10-31,16.209999,32310000.0,523745067.69,62684000.0,0.0,461061067.69
4,AMSWA,2020-01-31,14.93,32668000.0,487733240.0,68809000.0,0.0,418924240.0
3,AMSWA,2020-04-30,16.48,32688000.0,538698240.0,79814000.0,0.0,458884240.0
2,AMSWA,2020-07-31,16.469999,32932000.0,542390007.0680001,79766000.0,0.0,462624007.0680001
1,AMSWA,2020-10-31,14.68,32932000.0,483441760.0,81786000.0,0.0,401655760.0
0,AMSWA,2021-01-31,19.17,32628000.0,625478760.0,86721000.0,1027000.0,539784760.0
12,AVID,2017-12-31,5.57,41216000.0,229573120.0,57223000.0,210404000.0,382754120.0
11,AVID,2018-03-31,4.48,41404000.0,185489920.00000003,48016000.0,209135000.0,346608920.0
10,AVID,2018-06-30,5.2,41587000.0,216252400.0,60209000.0,232061000.0,388104400.0
9,AVID,2018-09-30,5.8,41792000.0,242393600.0,50460000.0,230830000.0,422763600.0
8,AVID,2018-12-31,4.75,41860000.0,198835000.0,56103000.0,221995000.0,364727000.0
7,AVID,2019-03-31,7.89,42046000.0,331742940.0,55326000.0,219606000.0,496022940.0
6,AVID,2019-06-30,9.25,42560000.0,393680000.0,50955000.0,229098000.0,571823000.0
5,AVID,2019-09-30,6.19,42913000.0,265631470.00000003,52289000.0,229298000.0,442640470.0
4,AVID,2019-12-31,8.58,43060000.0,369454800.0,69085000.0,229588000.0,529957800.0
3,AVID,2020-03-31,6.73,43254000.0,291099420.0,81182000.0,251826000.0,461743420.0
2,AVID,2020-06-30,7.27,43719000.0,317837130.0,55662000.0,230777000.0,492952130.0
1,AVID,2020-09-30,8.56,44019000.0,376802640.0,49142000.0,208209000.0,535869640.0
0,AVID,2020-12-31,15.87,44019000.0,698581530.0,79899000.0,207700000.0,826382530.0
12,AVNW,2017-12-29,15.17,5600000.0,84952000.0,40400000.0,9000000.0,53552000.0
11,AVNW,2018-03-30,16.76,5300000.0,88828000.00000001,37300000.0,9000000.0,60528000.000000015
10,AVNW,2018-06-29,16.370001,5700000.0,93309005.69999999,37400000.0,9000000.0,64909005.69999999
9,AVNW,2018-09-28,16.15,5400000.0,87209999.99999999,28400000.0,9000000.0,67809999.99999999
8,AVNW,2018-12-28,12.48,5627000.0,70224960.0,31542000.0,9000000.0,47682960.0
7,AVNW,2019-03-29,15.36,5577000.0,85662720.0,36053000.0,9000000.0,58609720.0
6,AVNW,2019-06-28,13.7,5570000.0,76309000.0,31946000.0,9000000.0,53363000.0
5,AVNW,2019-09-27,13.7,5530000.0,75761000.0,34485000.0,9000000.0,50276000.0
4,AVNW,2019-12-27,14.12,5427000.0,76629240.0,38067000.0,9000000.0,47562240.0
3,AVNW,2020-04-03,8.4,5457000.0,45838800.0,39208000.0,9000000.0,15630800.0
2,AVNW,2020-07-03,18.59,5702000.0,106000180.0,41618000.0,9000000.0,73382180.0
1,AVNW,2020-10-02,21.110001,5411000.0,114226215.411,36226000.0,0.0,78000215.411
0,AVNW,2021-01-01,34.150002,5411000.0,184785660.822,43046000.0,0.0,141739660.822
12,AVT,2017-12-30,39.619999,121700000.0,4821753878.3,590000000.0,1488000000.0,5719753878.3
11,AVT,2018-03-31,40.209999,119601000.0,4809156090.399,430065000.0,1590685000.0,5969776090.399
10,AVT,2018-06-30,42.889999,116948000.0,5015899603.052,621125000.0,1654599000.0,6049373603.052
9,AVT,2018-09-29,44.77,116500000.0,5215705000.0,366000000.0,1555000000.0,6404705000.0
8,AVT,2018-12-29,35.900002,111462000.0,4001486022.9240003,482166000.0,1961467000.0,5480787022.924
7,AVT,2019-03-30,43.369999,108822000.0,4719610031.178,725252000.0,2023628000.0,6017986031.178
6,AVT,2019-06-29,45.27,105614000.0,4781145780.0,546105000.0,1419922000.0,5654962780.0
5,AVT,2019-09-28,44.099998,104377000.0,4603025491.246,664108000.0,1191975000.0,5130892491.246
4,AVT,2019-12-28,42.529999,101302000.0,4308373958.698,488810000.0,1194115000.0,5013678958.698
3,AVT,2020-03-28,24.25,99479000.0,2412365750.0,402655000.0,1194240000.0,3203950750.0
2,AVT,2020-06-27,26.040001,98857000.0,2574236378.857,477038000.0,1424842000.0,3522040378.857
1,AVT,2020-10-03,25.969999,98897000.0,2568354991.103,483056000.0,1254115000.0,3339413991.103
0,AVT,2021-01-02,35.369999,98897000.0,3497986791.103,376333000.0,1207439000.0,4329092791.103001
12,AXTI,2017-12-31,8.75,38766000.0,339202500.0,44352000.0,0.0,294850500.0
11,AXTI,2018-03-31,6.95,38941000.0,270639950.0,39189000.0,0.0,231450950.0
10,AXTI,2018-06-30,7.05,39001000.0,274957050.0,29698000.0,0.0,245259050.0
9,AXTI,2018-09-30,7.05,39008000.0,275006400.0,18035000.0,291000.0,257262400.0
8,AXTI,2018-12-31,4.35,39197000.0,170506950.0,16526000.0,0.0,153980950.0
7,AXTI,2019-03-31,4.75,39352000.0,186922000.0,21060000.0,0.0,165862000.0
6,AXTI,2019-06-30,4.22,39447000.0,166466340.0,28732000.0,0.0,137734340.0
5,AXTI,2019-09-30,3.56,39466000.0,140498960.0,27837000.0,5609000.0,118270960.0
4,AXTI,2019-12-31,4.35,39636000.0,172416600.0,26892000.0,5747000.0,151271600.0
3,AXTI,2020-03-31,3.21,39812000.0,127796520.0,20061000.0,6071000.0,113806520.0
2,AXTI,2020-06-30,4.76,39973000.0,190271480.0,26515000.0,6087000.0,169843480.0
1,AXTI,2020-09-30,6.12,40152000.0,245730240.0,22384000.0,5795000.0,229141240.0
0,AXTI,2020-12-31,9.57,40152000.0,384254640.0,72602000.0,10411000.0,322063640.0
12,AZPN,2017-12-31,66.17,72342000.0,4786870140.0,48703000.0,151000000.0,4889167140.0
11,AZPN,2018-03-31,77.29,71828000.0,5551586120.0,71075000.0,170000000.0,5650511120.0
10,AZPN,2018-06-30,92.74,71349000.0,6616906260.0,96165000.0,170000000.0,6690741260.0
9,AZPN,2018-09-30,113.13,70988000.0,8030872440.0,52048000.0,170000000.0,8148824440.0
8,AZPN,2018-12-31,82.18,70428000.0,5787773040.000001,54428000.0,220000000.0,5953345040.000001
7,AZPN,2019-03-31,106.4,69423000.0,7386607200.0,65592000.0,220000000.0,7541015200.0
6,AZPN,2019-06-30,126.73,68839000.0,8723966470.0,71926000.0,220000000.0,8872040470.0
5,AZPN,2019-09-30,123.08,68441000.0,8423718280.0,57943000.0,320000000.0,8685775280.0
4,AZPN,2019-12-31,120.93,68114000.0,8237026020.0,80486000.0,345165000.0,8501705020.0
3,AZPN,2020-03-31,95.07,67806000.0,6446316420.0,192172000.0,431367000.0,6685511420.0
2,AZPN,2020-06-30,103.61,67729000.0,7017401690.0,287796000.0,427532000.0,7157137690.0
1,AZPN,2020-09-30,126.589996,67729000.0,8573813839.084,317511000.0,423771000.0,8680073839.084
0,AZPN,2020-12-31,130.25,67780000.0,8828345000.0,217487000.0,300757000.0,8911615000.0
12,BAND,2017-12-31,23.24,14893439.0,346123522.35999995,37627000.0,92000.0,308588522.35999995
11,BAND,2018-03-31,32.549999,17658611.0,574787770.391389,38773000.0,67000.0,536081770.391389
10,BAND,2018-06-30,37.98,18154964.0,689525532.7199999,45806000.0,0.0,643719532.7199999
9,BAND,2018-09-30,53.400002,19072196.0,1018455304.544392,48574000.0,0.0,969881304.544392
8,BAND,2018-12-31,40.75,18410503.0,750227997.25,41261000.0,0.0,708966997.25
7,BAND,2019-03-31,65.629997,20498104.0,1345290504.0256882,138871000.0,0.0,1206419504.0256882
6,BAND,2019-06-30,75.129997,23102553.0,1735694737.582341,140091000.0,0.0,1595603737.582341
5,BAND,2019-09-30,65.110001,23426455.0,1525296508.476455,192410000.0,0.0,1332886508.476455
4,BAND,2019-12-31,64.050003,23493181.0,1504738313.5295432,185004000.0,0.0,1319734313.5295432
3,BAND,2020-03-31,67.290001,23563569.0,1585592581.573569,491982000.0,268383000.0,1361993581.573569
2,BAND,2020-06-30,127.0,23973663.0,3044655201.0,290979000.0,272901000.0,3026577201.0
1,BAND,2020-09-30,174.570007,24175762.0,4220362941.570334,300179000.0,282645000.0,4202828941.570334
0,BAND,2020-12-31,153.669998,24650258.0,3788005097.559484,72163000.0,282263000.0,3998105097.559484
12,BBSI,2017-12-31,63.66,7300000.0,464718000.0,59835000.0,4392000.0,409275000.0
11,BBSI,2018-03-31,81.199997,7304000.0,593084778.0879999,24000000.0,4337000.0,573421778.0879999
10,BBSI,2018-06-30,96.57,7310000.0,705926700.0,33786000.0,4282000.0,676422700.0
9,BBSI,2018-09-30,66.379997,7369000.0,489154197.893,34975000.0,4227000.0,458406197.893
8,BBSI,2018-12-31,57.25,7388000.0,422963000.0,35371000.0,4172000.0,391764000.0
7,BBSI,2019-03-31,78.57,7407000.0,581967990.0,38223000.0,4117000.0,547861990.0
6,BBSI,2019-06-30,80.690002,7410000.0,597912914.82,23693000.0,4061000.0,578280914.82
5,BBSI,2019-09-30,88.82,7483000.0,664640060.0,35452000.0,4006000.0,633194060.0
4,BBSI,2019-12-31,90.459999,7505000.0,678902292.495,44570000.0,3951000.0,638283292.495
3,BBSI,2020-03-31,39.639999,7521000.0,298132432.47900003,14272000.0,3896000.0,287756432.47900003
2,BBSI,2020-06-30,53.130001,7557000.0,401503417.557,62210000.0,3841000.0,343134417.557
1,BBSI,2020-09-30,52.439999,7639000.0,400589152.361,61193000.0,3786000.0,343182152.361
0,BBSI,2020-12-31,68.209999,7639000.0,521056182.36099994,68688000.0,3731000.0,456099182.36099994
12,BCOV,2017-12-31,7.1,34692000.0,246313200.0,26132000.0,0.0,220181200.0
11,BCOV,2018-03-31,6.9,34923000.0,240968700.0,26419000.0,0.0,214549700.0
10,BCOV,2018-06-30,9.65,35543307.0,342992912.55,27453000.0,0.0,315539912.55
9,BCOV,2018-09-30,8.11,36212246.0,293681315.06,26855000.0,0.0,266826315.06
8,BCOV,2018-12-31,7.04,36532000.0,257185280.0,29306000.0,0.0,227879280.0
7,BCOV,2019-03-31,8.39,36677046.0,307720415.94,28948000.0,0.0,278772415.94
6,BCOV,2019-06-30,10.44,37966207.0,396367201.08,21209000.0,0.0,375158201.08
5,BCOV,2019-09-30,10.48,38564314.0,404154010.72,22649000.0,0.0,381505010.72
4,BCOV,2019-12-31,8.69,38891000.0,337962790.0,22759000.0,0.0,315203790.0
3,BCOV,2020-03-31,6.97,38981140.0,271698545.8,32089000.0,10000000.0,249609545.8
2,BCOV,2020-06-30,7.88,39292000.0,309620960.0,27753000.0,5000000.0,286867960.0
1,BCOV,2020-09-30,10.24,39682000.0,406343680.0,30332000.0,12170000.0,388181680.0
0,BCOV,2020-12-31,18.4,39932000.0,734748800.0,37472000.0,833000.0,698109800.0
1,BIGC,2020-09-30,83.300003,49355000.0,4111271648.065,178846000.0,21895000.0,3954320648.065
0,BIGC,2020-12-31,64.150002,68638000.0,4403127837.276,219447000.0,11895000.0,4195575837.276
12,BL,2017-12-31,33.41,49331079.0,1648151349.3899999,31104000.0,0.0,1617047349.3899999
11,BL,2018-03-31,38.0,49331079.0,1874581002.0,30864000.0,0.0,1843717002.0
10,BL,2018-06-30,43.43,49331079.0,2142448760.97,28682000.0,0.0,2113766760.97
9,BL,2018-09-30,55.490002,49331079.0,2737381672.372158,38401000.0,0.0,2698980672.372158
8,BL,2018-12-31,40.950001,49331079.0,2020107734.381079,46181000.0,0.0,1973926734.381079
7,BL,2019-03-31,46.099998,49331079.0,2274162643.237842,49676000.0,0.0,2224486643.237842
6,BL,2019-06-30,53.240002,49331079.0,2626386744.622158,63255000.0,0.0,2563131744.622158
5,BL,2019-09-30,47.810001,49331079.0,2358518936.321079,528197000.0,378856000.0,2209177936.321079
4,BL,2019-12-31,51.560001,49331079.0,2543510482.571079,120232000.0,384343000.0,2807621482.571079
3,BL,2020-03-31,52.610001,49331079.0,2595308115.521079,310989000.0,389875000.0,2674194115.521079
2,BL,2020-06-30,82.910004,49331079.0,4090039957.214316,471620000.0,395459000.0,4013878957.214316
1,BL,2020-09-30,89.629997,49331079.0,4421544462.776763,408070000.0,409045000.0,4422519462.776763
0,BL,2020-12-31,133.380005,57468000.0,7665082127.340001,367413000.0,407032000.0,7704701127.340001
12,BNFT,2017-12-31,26.75,31285263.0,836880785.25,55335000.0,56246000.0,837791785.25
11,BNFT,2018-03-31,23.3,31333348.0,730067008.4,54785000.0,63246000.0,738528008.4
10,BNFT,2018-06-30,33.6,31806972.0,1068714259.2,53292000.0,67246000.0,1082668259.2
9,BNFT,2018-09-30,38.1,31883029.0,1214743404.9,51065000.0,69246000.0,1232924404.9
8,BNFT,2018-12-31,45.72,31988033.0,1462492868.76,190928000.0,176692000.0,1448256868.76
7,BNFT,2019-03-31,47.28,32056934.0,1515651839.52,144158000.0,179442000.0,1550935839.52
6,BNFT,2019-06-30,25.99,32613718.0,847630530.8199999,138389000.0,182234000.0,891475530.8199999
5,BNFT,2019-09-30,23.81,32703723.0,778675644.63,130699000.0,185069000.0,833045644.63
4,BNFT,2019-12-31,21.94,32774924.0,719081832.5600001,130976000.0,187949000.0,776054832.5600001
3,BNFT,2020-03-31,8.91,32638805.0,290811752.55,114714000.0,200873000.0,376970752.55
2,BNFT,2020-06-30,10.76,32058387.0,344948244.12,183496000.0,193843000.0,355295244.12
1,BNFT,2020-09-30,11.2,32263876.0,361355411.2,108240000.0,187783000.0,440898411.2
0,BNFT,2020-12-31,14.48,32263876.0,467180924.48,90706000.0,214308000.0,590782924.48
12,BRKS,2017-12-31,24.620001,70183000.0,1727905530.1829998,202339000.0,197269000.0,1722835530.1829998
11,BRKS,2018-03-31,25.870001,70220000.0,1816591470.2199998,194016000.0,196870000.0,1819445470.2199998
10,BRKS,2018-06-30,32.619999,70596000.0,2302841449.404,179376000.0,196470000.0,2319935449.404
9,BRKS,2018-09-30,34.470001,70681000.0,2436374140.681,197708000.0,196071000.0,2434737140.681
8,BRKS,2018-12-31,26.18,71450000.0,1870561000.0,135791000.0,540809000.0,2275579000.0
7,BRKS,2019-03-31,29.959999,72077000.0,2159426847.923,137217000.0,543498000.0,2565707847.923
6,BRKS,2019-06-30,39.919998,72188000.0,2881744815.624,156852000.0,541074000.0,3265966815.624
5,BRKS,2019-09-30,37.029999,72273000.0,2676269117.7269998,301642000.0,51144000.0,2425771117.7269998
4,BRKS,2019-12-31,41.959999,72972000.0,3061905047.0280004,335319000.0,50745000.0,2777331047.0280004
3,BRKS,2020-03-31,30.5,73708000.0,2248094000.0,242274000.0,50779000.0,2056599000.0
2,BRKS,2020-06-30,44.240002,73759000.0,3263098307.5179996,256633000.0,50391000.0,3056856307.5179996
1,BRKS,2020-09-30,46.259998,73759000.0,3412091192.4820004,295649000.0,50415000.0,3166857192.4820004
0,BRKS,2020-12-31,67.849998,74021000.0,5022324701.958,308517000.0,50043000.0,4763850701.958
12,CAMP,2017-11-30,22.85,35347000.0,807678950.0,138095000.0,152378000.0,821961950.0
11,CAMP,2018-02-28,23.4,35388000.0,828079200.0,132603000.0,154299000.0,849775200.0
10,CAMP,2018-05-31,21.22,35458000.0,752418760.0,169509000.0,156230000.0,739139760.0
9,CAMP,2018-08-31,23.5,34850000.0,818975000.0,273972000.0,268980000.0,813983000.0
8,CAMP,2018-11-30,17.7,34561000.0,611729700.0,271613000.0,272420000.0,612536700.0
7,CAMP,2019-02-28,13.9,33727000.0,468805300.0,256500000.0,275905000.0,488210300.0
6,CAMP,2019-05-31,10.16,33381000.0,339150960.0,190296000.0,298371000.0,447225960.0
5,CAMP,2019-08-31,9.6,33568000.0,322252800.0,193684000.0,300097000.0,428665800.0
4,CAMP,2019-11-30,10.49,33822000.0,354792780.0,101634000.0,209333000.0,462491780.0
3,CAMP,2020-02-29,9.62,34024000.0,327310880.0,107404000.0,210207000.0,430113880.0
2,CAMP,2020-05-31,7.81,34024000.0,265727440.0,104071000.0,203610000.0,365266440.0
1,CAMP,2020-08-31,8.17,34256000.0,279871520.0,107145000.0,204466000.0,377192520.0
0,CAMP,2020-11-30,9.12,34256000.0,312414720.0,91692000.0,9580000.0,230302720.0
12,CARG,2017-12-31,30.13,96386000.0,2904110180.0,87709000.0,0.0,2816401180.0
11,CARG,2018-03-31,37.63,106942799.0,4024257526.3700004,62003000.0,0.0,3962254526.3700004
10,CARG,2018-06-30,34.74,108500802.0,3769317861.48,31762000.0,0.0,3737555861.48
9,CARG,2018-09-30,54.7,109628692.0,5996689452.400001,77642000.0,0.0,5919047452.400001
8,CARG,2018-12-31,33.73,110215116.0,3717555862.68,34887000.0,0.0,3682668862.68
7,CARG,2019-03-31,39.9,110800037.0,4420921476.3,29939000.0,0.0,4390982476.3
